country_code,country_name,address,latitude,found_country,continent,used,alt_addr,longitude
NONE,,Reading Abbey,51.456203,True,,0,,-0.9650458
BE,Belgium,"Louvain,Belgium",50.879202,True,Europe,0,,4.7011675
NONE,,"Afflighem,Flanders",51.0962462,True,,0,,4.1786291
NONE,,Dover Castle,51.1289759,True,,0,,1.3228764
NONE,,Faversham Abbey,51.3171337,True,,0,,0.8948973
NONE,,Boulogne,46.7947224,True,,0,,-1.3210389
GB,England,"Hedingham Castle,Essex,England",51.9924915,True,Europe,0,,0.6014794
NONE,,Toulouse,43.6044638,True,,0,,1.4442433
NONE,,Utrecht,52.0907006,True,,0,,5.1215634
NONE,,Chateau-du-Loir,47.6995205,True,,0,,0.4310474
FR,France,"Bordeaux,France",44.841225,True,Europe,0,,-0.5800364
NONE,,"Pontefract,Castle",53.695425,True,,0,,-1.3040108
NONE,,Prague,50.0874654,True,,0,,14.4212535
NONE,,Blois,47.5876861,True,,0,,1.3337639
NONE,,"Celestines,Paris",48.8588897,True,,0,,2.320041
GB,England,"Leicester,England",52.6362,True,Europe,0,,-1.1331969
NONE,,Dublin,53.3493795,True,,0,,-6.2605593
FR,France,"Niort,France",46.3239233,True,Europe,0,,-0.4646064
FR,France,"St Cyr,France",49.4877114,True,Europe,0,,-1.4194777
NONE,,St Cyr,49.4877114,True,,0,,-1.4194777
AT,Austria,"Vienna,Austria",48.2083537,True,Europe,0,,16.3725042
GB,Scotland,"Cardoss Castle,Firth of Clyde,Scotland",55.5035646,True,Europe,0,,-4.8515956
GB,Scotland,"Edinburgh,Scotland",55.9533456,True,Europe,0,,-3.1883749
GB,Scotland,"Roxburgh Castle,Scotland",55.5966085,True,Europe,0,,-2.4561649
NONE,,St. Paul's,51.5155459,True,,0,,-0.0991304
GB,England,"Islip,Oxfordshire,England",51.8231826,True,Europe,0,,-1.2364036
NONE,,Hastings,50.8550976,True,,0,,0.5821779
GB,England,"Shaftesbury,England",51.0056195,True,Europe,0,,-2.1955975
GB,England,"Winchester,Cathedral,London,England",51.4958266,True,Europe,0,,-0.1394181
GB,England,"Oxford,England",51.7520131,True,Europe,0,,-1.2578499
GB,England,"St Clement Danes,London,England",51.5131211,True,Europe,0,,-0.1138393
CA,Canada,"Cooksville,Near Toronto,Ontario,Canada",43.7784533,True,North America,0,,-79.1916644
NONE,,Stockwell,51.472211,True,,0,,-0.1225014
NONE,,Beaumaris Castle,53.2648344,True,,0,,-4.0897597
NONE,,Pamplona,42.8181992,True,,0,,-1.6440089
GB,England,"Havering atte,Bower,Essex,England",51.6203612,True,Europe,0,,0.1812697
FR,France,"Talence,Gironde,France",44.8088438,True,Europe,0,,-0.5879629
DE,Germany,"Heidelberg,Germany",49.4093582,True,Europe,0,,8.694724
IT,Italy,"Milan,Italy",45.4641943,True,Europe,0,,9.1896346
FR,France,"Pau,Bearn,France",43.3175502,True,Europe,0,,-0.3654323
FR,France,"Marseilles,France",47.0706778,True,Europe,0,,3.0029271
DK,Denmark,"Christiansborg,Nr: Copenhagen,Denmark",55.6764463,True,Europe,0,,12.5811865
DK,Denmark,"Amalienborg,Denmark",55.6839601,True,Europe,0,,12.5930781
DK,Denmark,"Fredensborg,Denmark",55.9821565,True,Europe,0,,12.3950911
NONE,,Klausholm,56.441085,True,,0,,8.534191
NONE,,Flensborg,54.7833021,True,,0,,9.4333264
NONE,,Frederiksborg,55.9285735,True,,0,,12.3063909
NONE,,Odense,55.3997225,True,,0,,10.3852104
DK,Denmark,"Haderslev,Denmark",55.2500715,True,Europe,0,,9.4997871
NONE,,Herzberg,51.6565219,True,,0,,10.3428415
NONE,,Coldingen,6.7855644,True,,0,,-58.013347
NONE,,Sonderburg,54.9089186,True,,0,,9.7897999
NONE,,Kiel,54.3227085,True,,0,,10.135555
NONE,,Keil,50.6271381,True,,0,,11.2234177
NONE,,Ludwigslust,53.3300229,True,,0,,11.4993644
NONE,,Glucksburg,54.8454449,True,,0,,9.5620334
NONE,,Neustrelitz,53.3617163,True,,0,,13.0630004
DE,Germany,"Oldenburg,Germany",53.1389753,True,Europe,0,,8.2146017
DE,Germany,"Coburg,Germany",50.2582226,True,Europe,0,,10.964561
FR,France,"St Marguerite,Cemetery,France",45.8057836,True,Europe,0,,-0.2101927
NONE,,Claremont,34.0966764,True,,0,,-117.7197785
FR,France,"Poissy,,,France",48.9274192,True,Europe,0,,2.0426301
NONE,,Perpignan,42.6985304,True,,0,,2.8953121
NONE,,"Tunis,,,Africa",36.8107673,True,,0,,10.1408787
FR,France,"Auvergne,France",45.2968119,True,Europe,0,,4.6604809
FR,France,"Vincennes,France",48.8474508,True,Europe,0,,2.4396714
ES,Spain,"Seville,,,Spain",37.3886303,True,Europe,0,,-5.9953403
NONE,,Glastonbury,51.14804,True,,0,,-2.716577
NONE,,Malmesbury,51.58447,True,,0,,-2.0982042
FR,France,"Cognac,France",45.6931647,True,Europe,0,,-0.3250175
FR,France,"Rambouillet,France",48.6452851,True,Europe,0,,1.819207
FR,France,"Abbey Barbeaux,Melun,France",48.539927,True,Europe,0,,2.6608169
GB,England,"Wantage,,,England",51.5878072,True,Europe,0,,-1.4249258
DE,Germany,"Goslar,,,Germany",51.9059936,True,Europe,0,,10.4266284
BE,Belgium,"Liege,,,Belgium",50.4708135,True,Europe,0,,5.7735658
NONE,,"Olesko,Now:,Ukraine,SSR",48.6371609,True,,0,,34.9027961
PL,Poland,"Wilanow,Nr.,Warsaw,Poland",52.1530829,True,Europe,0,,21.1104411
AT,Austria,"Graz,Austria",47.0708678,True,Europe,0,,15.4382786
NONE,,"Nancy,Lorraine",48.6937223,True,,0,,6.1834097
NONE,,"Saint-Germain,en-Laye",48.8990413,True,,0,,2.0942792
FR,France,"Gonesse,Nr: Paris,France",46.603354,True,Europe,0,,1.8883335
FR,France,"Mantes,France",43.1467407,True,Europe,0,,-0.3189166
FR,France,"Vitry-en-Brie,France",46.603354,True,Europe,0,,1.8883335
FR,France,"Lyons,France",49.5032625,True,Europe,0,,1.5854911
FR,France,"Longchamp,France",47.260804,True,Europe,0,,5.2864826
FR,France,"Nogent-le-Roi,France",48.6485761,True,Europe,0,,1.5322266
FR,France,"Le Mans,France",48.0073849,True,Europe,0,,0.1967849
FR,France,"Palace Royal,France,France",48.816118,True,Europe,0,,7.5331965
FR,France,"Bourges,France",47.0811658,True,Europe,0,,2.399125
FR,France,"Notre Dame,de Clery,France",47.820139,True,Europe,0,,1.755292
NONE,,Amboise,47.4110351,True,,0,,0.983698
NONE,,Modano,29.5463995,True,,0,,-95.4933307
SE,Sweden,"Nora,Sweden",59.533333,True,Europe,0,,15.016667
NONE,,"Bruges,Flanders",51.2085526,True,,0,,3.226772
GB,England,"Sandringham,England",52.8427652,True,Europe,0,,0.4318137
CA,Canada,Canada,61.0666922,True,North America,0,,-107.991707
AT,Austria,Austria,47.59397,True,Europe,0,,14.12456
FR,France,France,46.603354,True,Europe,0,,1.8883335
FR,France,"Nr Cassel,France",50.8000011,True,Europe,0,,2.4868314
NONE,,Zuidschote,50.9129617,True,,0,,2.8285726
RU,Russian Federation,"Winter Palace,,St. Petersburg,Russia",59.9404625,True,Europe,0,,30.3151887
NONE,,"Whippingham,Isle of Wight",50.740502,True,,0,,-1.2703607
NONE,,"Chapel Royal,St. James Palace",51.5055097,True,,0,,-0.1368605
NONE,,"Osborne House,Isle of Wight",50.7505772,True,,0,,-1.2700819
GB,England,"St. Paul's,Cathedral,London,England",51.4958266,True,Europe,0,,-0.1394181
FR,France,"Chateau de Cande,Monts,,France",47.2969202,True,Europe,0,,0.6642474
GB,England,"Windsor Castle,,,England",51.4837886,True,Europe,0,,-0.6040419
GB,England,"Windsor,England",51.4837886,True,Europe,0,,-0.6040419
GB,England,"St. Margarets,Westminster,England",51.5004439,True,Europe,0,,-0.1265398
NONE,,Caxton Hall,51.4986976,True,,0,,-0.134922
GB,England,"Carlton House,London,England",51.5243471,True,Europe,0,,-0.0461637
NONE,,"Chapel Royal,St. James",51.1270155,True,,0,,0.2599546
ES,Spain,"Church of,San Jeronimo,Madrid,Spain",40.414505,True,Europe,0,,-3.6909511
RO,Romania,"Bucharest,Romania",44.4361414,True,Europe,0,,26.1027202
NO,Norway,"Oslo Cathedral,Oslo,Norway",59.9125115,True,Europe,0,,10.747012
DE,Germany,"Tegernsee,,Bavaria",47.7099191,True,Europe,0,,11.7543337
GB,England,"Chapel Royal,St. James,England",51.1270155,True,Europe,0,,0.2599546
NONE,,Breda,51.5887845,True,,0,,4.7760237
GB,England,"Dover,,England",51.1251275,True,Europe,0,,1.3134228
NONE,,Monte Fiascone,45.6632366,True,,0,,13.7974382
GB,England,"Canterbury,,England",51.2800275,True,Europe,0,,1.0802533
GB,England,"Portsmouth,England",50.800031,True,Europe,0,,-1.0906023
GB,England,"Westminster,,England",51.5004439,True,Europe,0,,-0.1265398
GB,England,"Chichester,Register Office,England",51.4480097,True,Europe,0,,-0.32432
GB,England,"Dummer,,England",51.2123026,True,Europe,0,,-1.1564776
GB,England,"St. Pauls Cath.,London,England",51.5074456,True,Europe,0,,-0.1277653
NONE,,Abbeville,50.1060835,True,,0,,1.8337029
GB,England,"Grey Friars Ch.,Greenwich,England",51.4820845,True,Europe,0,,-0.0045417
GB,England,"York Place,,England",51.5594233,True,Europe,0,,0.0690757
GB,England,"Durham House,London,England",51.5091059,True,Europe,0,,-0.1234273
DE,Germany,"Salem,Bavaria",53.6563082,True,Europe,0,,10.8253152
FR,France,"Dinard,,France",48.6320379,True,Europe,0,,-2.0580178
NO,Norway,"Asker,Near Oslo,Norway",61.1529386,True,Europe,0,,8.7876653
NONE,,Odessa,46.4843023,True,,0,,30.7322878
GB,England,"St. Stephen's,Chapel,Westminster,England",51.5105657,True,Europe,0,,-0.1198932
BR,Brazil,"Rio de Janerio,Brazil",-10.3333333,True,South America,0,,-53.2
NL,Netherlands,"Amsterdam,Netherlands",52.3730796,True,Europe,0,,4.8924534
NONE,,"Titchfield,Abbey,Hants",44.9849414,True,,0,,-64.1114622
NONE,,Troyes,48.2971626,True,,0,,4.0746257
NONE,,Arundel Castle,50.856776,True,,0,,-0.5540305
NONE,,York Minster,53.9623561,True,,0,,-1.0820834
NONE,,Reading,51.4514953,True,,0,,-0.9836342
NONE,,Las Huelgas,38.0135643,True,,0,,-3.7968446
NONE,,"Canterbury,Cathedral",51.2797999,True,,0,,1.082766
NONE,,Therouenne,48.444586,True,,0,,2.7526389
NONE,,Leghorn,42.7902379,True,,0,,10.3402239
NONE,,Mainz,49.9995205,True,,0,,8.2736253
NONE,,Biarritz,43.4711438,True,,0,,-1.5527266
NONE,,Roquefort,43.7589265,True,,0,,0.6032061
FR,France,"St Jean-de-Luz,France",43.387219,True,Europe,0,,-1.6636947
NONE,,Berwick-on-Tweed,55.7692442,True,,0,,-2.0026472
DE,Germany,"Minden,Saxony,Germany",51.4161908,True,Europe,0,,9.6550096
RU,Russian Federation,",,,Russia",64.6863136,True,Europe,0,,97.7453061
NONE,,"Fawley,Bucks",51.7834994,True,,0,,-0.8946441
DE,Germany,"Kaiserslautern,Germany",49.4432174,True,Europe,0,,7.7689951
NONE,,Worms,49.6302618,True,,0,,8.3620898
NONE,,York,53.9656579,True,,0,,-1.0743052
NONE,,Ipswich,52.0579324,True,,0,,1.1528095
DE,Germany,"Cologne,Germany",50.938361,True,Europe,0,,6.959974
NONE,,Lund,55.7029296,True,,0,,13.1929449
NONE,,Sceaux,47.5147285,True,,0,,4.0218449
NONE,,Gluckstadt,53.787927,True,,0,,9.4238157
NONE,,Lauenburg,53.3789803,True,,0,,10.5513889
NONE,,Augustenburg,54.9506719,True,,0,,9.8743203
NONE,,Compiegne,49.4179497,True,,0,,2.8263171
GB,England,"Guildhall,London,England",51.5159067,True,Europe,0,,-0.092024
GB,England,"St. George Chap.,Windsor,,England",51.4837886,True,Europe,0,,-0.6040419
RU,Russian Federation,"Winter Palace,St. Petersburg,Russia",59.9404625,True,Europe,0,,30.3151887
GB,England,"Sandringham,Norfolk,England",52.8427652,True,Europe,0,,0.4318137
GB,England,",,London,England",51.5074456,True,Europe,0,,-0.1277653
GB,England,"Westminster,Cathedral,London,England",51.4958266,True,Europe,0,,-0.1394181
GB,England,"St. Marys Hosp.,Paddington,London,England",51.5161629,True,Europe,0,,-0.1744856
GB,England,"Sandringham,Church,Norfolk,England",52.7099372,True,Europe,0,,1.5342585
GB,England,",,England",52.5310214,True,Europe,0,,-1.2649062
FR,France,"Paris,France",48.8588897,True,Europe,0,,2.320041
GB,England,"Chapel Royal,St James Palace,,England",51.4987815,True,Europe,0,,-0.1423506
GB,England,"Buckingham House,London,England",51.4404664,True,Europe,0,,0.0810511
DK,Denmark,"Copenhagen,Denmark",55.6867243,True,Europe,0,,12.5700724
GB,England,",London,England",51.5074456,True,Europe,0,,-0.1277653
GB,England,"London,,,England",51.5074456,True,Europe,0,,-0.1277653
DK,Denmark,"Frederiksborg,Denmark",55.9285735,True,Europe,0,,12.3063909
IT,Italy,"Rome,,Italy",41.8933203,True,Europe,0,,12.4829321
ES,Spain,"Madrid,Spain",40.416782,True,Europe,0,,-3.703507
CH,Switzerland,",Switzerland",46.7985624,True,Europe,0,,8.2319736
RU,Russian Federation,"St. Petersburg,Russia",59.938732,True,Europe,0,,30.316229
GB,England,"Worcester House,London,England",51.4477594,True,Europe,0,,-0.2292103
GB,England,"St. James Palace,,England",51.4987815,True,Europe,0,,-0.1423506
FR,France,"Paris,,France",48.8588897,True,Europe,0,,2.320041
GB,England,"Kensington,Palace,England",51.505099,True,Europe,0,,-0.1876332
AR,Argentina,"Buenos Aires,,Argentina",-34.6095579,True,South America,0,,-58.3887904
GB,England,"Greenwich,Palace,England",51.508217,True,Europe,0,,-0.0761879
GB,England,"Winchester,Cathedral,,England",51.0607326,True,Europe,0,,-1.3132458
GB,England,"Westminster,,London,England",51.5013562,True,Europe,0,,-0.1249302
GB,England,"London,,England",51.5074456,True,Europe,0,,-0.1277653
NONE,,"Bolingbroke,Castle",53.1651885,True,,0,,0.0165423
GB,Scotland,"Linlithgow,Scotland",55.977167,True,Europe,0,,-3.6006234
GB,England,",England",52.5310214,True,Europe,0,,-1.2649062
NONE,,St Denis,48.935773,True,,0,,2.3580232
FR,France,"St Germain-en-,Laye,France",48.9994177,True,Europe,0,,2.1022294
GB,England,"Westminster,England",51.5004439,True,Europe,0,,-0.1265398
NONE,,Bury St Edmunds,52.2460367,True,,0,,0.7125173
IT,Italy,"Rome,,,Italy",41.8933203,True,Europe,0,,12.4829321
ES,Spain,"Madrid,,,Spain",40.416782,True,Europe,0,,-3.703507
DE,Germany,",Germany",51.1638175,True,Europe,0,,10.4478313
IT,Italy,"Florence,Italy",43.7697955,True,Europe,0,,11.2556404
